723890,"""SCL CHILE""",CA,-4,-33.456,-70.661,547
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,14.6,A,7,14.6,A,7,100,A,7,949,A,7,80,A,7,2.1,A,7,4800,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,14.1,A,7,14.1,A,7,100,A,7,949,A,7,0,A,7,0,A,7,4800,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,13.6,A,7,13.6,A,7,100,A,7,948,A,7,90,A,7,2.1,A,7,4000,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,13.3,A,7,13.3,A,7,100,A,7,949,A,7,50,A,7,2.6,A,7,4000,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,12.8,A,7,12.8,A,7,100,A,7,949,A,7,50,A,7,2.1,A,7,4000,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,12.3,A,7,12.3,A,7,100,A,7,950,A,7,40,A,7,1.5,A,7,4000,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,07:00,32,1415,21,1,0,0,1,0,21,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,14.4,A,7,13.1,A,7,92,A,7,949,A,7,30,A,7,1.5,A,7,3200,A,7,77777,A,7,0.7,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,08:00,285,1415,190,1,9,442,1,9,74,1,13,2027,1,9,1353,1,9,1934,1,13,269,1,18,1,A,7,1,A,7,16.6,A,7,14.4,A,7,87,A,7,950,A,7,50,A,7,1.5,A,7,1600,A,7,77777,A,7,0.6,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,09:00,584,1415,390,1,9,600,1,6,114,1,9,15824,1,9,19968,1,6,11634,1,9,1989,1,14,0,A,7,0,A,7,18.9,A,7,15.6,A,7,81,A,7,950,A,7,0,A,7,0,A,7,1800,A,7,77777,A,7,0.8,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,10:00,878,1415,585,1,9,685,1,6,147,1,9,33488,1,9,46963,1,6,17200,1,9,3005,1,14,0,A,7,0,A,7,22.2,A,7,17.7,A,7,76,A,7,950,A,7,0,A,7,0,A,7,1800,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,11:00,1132,1415,755,1,9,734,1,6,174,1,9,42306,1,9,63227,1,6,14195,1,9,2311,1,14,0,A,7,0,A,7,25.3,A,7,19.4,A,7,70,A,7,950,A,7,330,A,7,2.1,A,7,6400,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,12:00,1324,1415,882,1,9,763,1,6,194,1,9,49902,1,9,68187,1,6,16060,1,9,2785,1,14,4,A,7,0,A,7,28.3,A,7,21,A,7,65,A,7,949,A,7,240,A,7,1.5,A,7,6400,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,13:00,1436,1415,957,1,9,777,1,6,205,1,9,46520,1,9,60130,1,6,16552,1,9,2926,1,14,6,A,7,1,A,7,29.5,A,7,21.7,A,7,63,A,7,951,A,7,310,A,7,1.5,A,7,6400,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,14:00,1461,1415,974,1,9,781,1,6,207,1,9,42499,1,9,60582,1,6,15195,1,9,2521,1,14,6,A,7,1,A,7,30.8,A,7,23,A,7,63,A,7,950,A,7,320,A,7,3.1,A,7,6400,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,15:00,1395,1415,930,1,9,775,1,6,199,1,9,30971,1,9,48292,1,6,13754,1,9,2047,1,14,6,A,7,1,A,7,32,A,7,24.4,A,7,64,A,7,950,A,7,310,A,7,3.1,A,7,8000,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,16:00,1245,1415,830,1,9,756,1,6,184,1,9,14743,1,9,19854,1,6,10326,1,9,1627,1,14,7,A,7,1,A,7,31.2,A,7,23.8,A,7,65,A,7,950,A,7,330,A,7,1.5,A,7,8000,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,17:00,1023,1415,682,1,9,720,1,9,160,1,13,1934,1,9,1310,1,9,1835,1,13,310,1,18,6,A,7,1,A,7,30.4,A,7,23.5,A,7,67,A,7,949,A,7,70,A,7,1.5,A,7,6400,A,7,77777,A,7,0.8,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,18:00,748,1415,498,1,0,659,1,0,130,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,29.5,A,7,23.4,A,7,70,A,7,949,A,7,110,A,7,1.5,A,7,8000,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,19:00,179,1415,119,1,0,0,1,0,119,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,28.4,A,7,23.4,A,7,74,A,7,950,A,7,0,A,7,0,A,7,8000,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,20:00,160,1415,107,1,0,333,1,0,51,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,2,A,7,26.1,A,7,22.5,A,7,81,A,7,950,A,7,50,A,7,1.5,A,7,4800,A,7,77777,A,7,0.9,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,2,A,7,24,A,7,21.6,A,7,86,A,7,949,A,7,80,A,7,1.5,A,7,4800,A,7,77777,A,7,0.8,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,1,A,7,22.1,A,7,20.4,A,7,90,A,7,949,A,7,50,A,7,2.1,A,7,6400,A,7,77777,A,7,0.8,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,1,A,7,20.6,A,7,19.4,A,7,93,A,7,949,A,7,60,A,7,3.1,A,7,6400,A,7,77777,A,7,0.8,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
01/01/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,1,A,7,19.5,A,7,18.4,A,7,93,A,7,949,A,7,70,A,7,2.1,A,7,6400,A,7,77777,A,7,0.8,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,0,A,7,16.5,A,7,16.3,A,7,99,A,7,948,A,7,0,A,7,0,A,7,9700,A,7,77777,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,0,A,7,15.7,A,7,15.6,A,7,99,A,7,947,A,7,0,A,7,0,A,7,11300,A,7,77777,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,0,A,7,14.8,A,7,14.8,A,7,100,A,7,947,A,7,320,A,7,1.5,A,7,12900,A,7,77777,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,1,A,7,14,A,7,14,A,7,100,A,7,948,A,7,250,A,7,1.5,A,7,16100,A,7,77777,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,4,A,7,13.2,A,7,13.2,A,7,100,A,7,949,A,7,0,A,7,0,A,7,16100,A,7,77777,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,4,A,7,12.2,A,7,12.2,A,7,100,A,7,950,A,7,110,A,7,2.1,A,7,16100,A,7,77777,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,07:00,30,1415,20,1,0,0,1,0,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,6,A,7,14.5,A,7,14.5,A,7,100,A,7,949,A,7,0,A,7,0,A,7,11300,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,08:00,293,1415,195,1,9,485,1,9,69,1,13,14,1,9,0,1,9,14,1,13,45,1,18,10,A,7,6,A,7,16.5,A,7,16.2,A,7,98,A,7,949,A,7,100,A,7,2.1,A,7,8000,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,09:00,597,1415,398,1,9,639,1,6,105,1,9,144,1,9,127,1,6,118,1,9,218,1,14,10,A,7,8,A,7,18.7,A,7,17.5,A,7,93,A,7,950,A,7,200,A,7,1.5,A,7,8000,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,10:00,892,1415,595,1,9,720,1,6,135,1,9,184,1,9,28,1,6,175,1,9,414,1,14,10,A,7,9,A,7,21.7,A,7,19.4,A,7,87,A,7,950,A,7,90,A,7,2.1,A,7,6400,A,7,5490,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,11:00,1147,1415,765,1,9,767,1,6,159,1,9,304,1,9,98,1,6,261,1,9,634,1,14,10,A,7,9,A,7,24.7,A,7,21.2,A,7,81,A,7,950,A,7,250,A,7,2.6,A,7,8000,A,7,5490,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,12:00,1339,1415,893,1,9,795,1,6,176,1,9,360,1,9,130,1,6,295,1,9,744,1,14,10,A,7,7,A,7,27.4,A,7,22.5,A,7,75,A,7,949,A,7,290,A,7,3.1,A,7,8000,A,7,7620,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,13:00,1452,1415,968,1,9,809,1,6,186,1,9,277,1,9,15,1,6,270,1,9,885,1,14,10,A,7,10,A,7,28.3,A,7,23,A,7,73,A,7,950,A,7,270,A,7,3.1,A,7,6400,A,7,6100,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,14:00,1479,1415,986,1,9,813,1,6,187,1,9,197,1,9,1,1,6,197,1,9,677,1,14,10,A,7,10,A,7,29.5,A,7,24.1,A,7,73,A,7,950,A,7,40,A,7,2.1,A,7,6400,A,7,4880,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,15:00,1415,1415,944,1,9,808,1,6,181,1,9,128,1,9,0,1,6,128,1,9,440,1,14,10,A,7,10,A,7,30.6,A,7,25.4,A,7,74,A,7,949,A,7,290,A,7,2.6,A,7,6400,A,7,4880,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,16:00,1268,1415,845,1,9,791,1,6,168,1,9,110,1,9,1,1,6,110,1,9,318,1,14,10,A,7,10,A,7,29.8,A,7,24.6,A,7,74,A,7,949,A,7,360,A,7,2.6,A,7,8000,A,7,6100,A,7,0.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,17:00,1047,1415,698,1,9,760,1,9,147,1,13,14,1,9,0,1,9,14,1,13,46,1,18,10,A,7,10,A,7,28.9,A,7,24,A,7,75,A,7,949,A,7,30,A,7,2.6,A,7,4800,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,18:00,772,1415,514,1,0,705,1,0,120,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,7,A,7,27.9,A,7,23.5,A,7,77,A,7,949,A,7,30,A,7,2.1,A,7,8000,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,19:00,467,1415,312,1,0,606,1,0,88,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,A,7,2,A,7,27,A,7,22.1,A,7,75,A,7,950,A,7,10,A,7,2.1,A,7,9700,A,7,77777,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,20:00,173,1415,115,1,0,393,1,0,48,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,5,A,7,24.8,A,7,21.3,A,7,81,A,7,950,A,7,80,A,7,2.1,A,7,6400,A,7,77777,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,5,A,7,22.8,A,7,20.4,A,7,86,A,7,950,A,7,210,A,7,2.1,A,7,8000,A,7,77777,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,7,A,7,20.9,A,7,19.3,A,7,90,A,7,950,A,7,300,A,7,2.6,A,7,6400,A,7,7620,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,7,A,7,19.5,A,7,18.3,A,7,93,A,7,950,A,7,50,A,7,2.1,A,7,9700,A,7,7620,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
02/01/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,8,A,7,18.5,A,7,17.5,A,7,94,A,7,950,A,7,140,A,7,2.1,A,7,9700,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,17.2,A,7,16.6,A,7,96,A,7,950,A,7,210,A,7,2.1,A,7,9700,A,7,4570,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,16.8,A,7,16.2,A,7,97,A,7,950,A,7,360,A,7,2.1,A,7,9700,A,7,3350,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,16.2,A,7,15.7,A,7,97,A,7,950,A,7,30,A,7,4.1,A,7,9700,A,7,3350,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,A,7,9,A,7,15.4,A,7,15,A,7,97,A,7,950,A,7,160,A,7,1.5,A,7,9700,A,7,3960,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,A,7,6,A,7,14.5,A,7,14.1,A,7,97,A,7,950,A,7,0,A,7,0,A,7,9700,A,7,4570,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,A,7,5,A,7,13.5,A,7,13.1,A,7,98,A,7,951,A,7,0,A,7,0,A,7,8000,A,7,4570,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,07:00,29,1415,19,1,0,0,1,0,19,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,3,A,7,14.4,A,7,14.4,A,7,100,A,7,950,A,7,200,A,7,3.6,A,7,3200,A,7,77777,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,08:00,307,1415,205,1,9,537,1,9,66,1,13,10,1,9,4,1,9,10,1,13,24,1,18,8,A,7,6,A,7,16.7,A,7,16.1,A,7,96,A,7,950,A,7,40,A,7,2.1,A,7,3200,A,7,4570,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,09:00,618,1415,412,1,9,685,1,6,100,1,9,90,1,9,4,1,6,89,1,9,266,1,14,10,A,7,6,A,7,19.1,A,7,17.6,A,7,91,A,7,951,A,7,50,A,7,2.1,A,7,4800,A,7,6100,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,10:00,920,1415,613,1,9,761,1,6,129,1,9,196,1,9,44,1,6,181,1,9,424,1,14,10,A,7,5,A,7,22.1,A,7,19.4,A,7,85,A,7,950,A,7,240,A,7,2.1,A,7,11300,A,7,77777,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,11:00,1179,1415,786,1,9,805,1,6,152,1,9,326,1,9,74,1,6,293,1,9,691,1,14,10,A,7,8,A,7,25,A,7,21.1,A,7,79,A,7,950,A,7,200,A,7,1.5,A,7,11300,A,7,3050,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,12:00,1375,1415,917,1,9,830,1,6,169,1,9,283,1,9,15,1,6,276,1,9,896,1,14,10,A,7,10,A,7,27.7,A,7,22.4,A,7,73,A,7,950,A,7,120,A,7,1.5,A,7,11300,A,7,3050,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,13:00,1491,1415,994,1,9,843,1,6,179,1,9,240,1,9,3,1,6,238,1,9,820,1,14,10,A,7,10,A,7,28.2,A,7,22.3,A,7,70,A,7,950,A,7,230,A,7,3.1,A,7,3200,A,7,3050,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,14:00,1516,1415,1010,1,9,844,1,6,182,1,9,221,1,9,55,1,6,196,1,9,518,1,14,10,A,7,8,A,7,29.4,A,7,23.2,A,7,69,A,7,950,A,7,60,A,7,3.1,A,7,3200,A,7,3050,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,15:00,1449,1415,966,1,9,836,1,6,177,1,9,137,1,9,0,1,6,137,1,9,464,1,14,10,A,7,9,A,7,30.5,A,7,24.2,A,7,69,A,7,950,A,7,130,A,7,3.6,A,7,4000,A,7,3050,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,16:00,1297,1415,865,1,9,816,1,6,165,1,9,100,1,9,7,1,6,99,1,9,294,1,14,10,A,7,9,A,7,29.7,A,7,23.6,A,7,70,A,7,950,A,7,160,A,7,2.1,A,7,4000,A,7,3350,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,17:00,1071,1415,714,1,9,783,1,9,145,1,13,25,1,9,9,1,9,25,1,13,54,1,18,8,A,7,8,A,7,28.8,A,7,23.2,A,7,72,A,7,950,A,7,100,A,7,1.5,A,7,4000,A,7,3350,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,18:00,789,1415,526,1,0,726,1,0,120,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,A,7,8,A,7,27.9,A,7,22.9,A,7,75,A,7,950,A,7,80,A,7,4.1,A,7,6400,A,7,3350,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,19:00,479,1415,319,1,0,624,1,0,88,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,A,7,7,A,7,27,A,7,22.4,A,7,76,A,7,950,A,7,210,A,7,2.6,A,7,8000,A,7,3350,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,20:00,178,1415,119,1,0,409,1,0,49,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,A,7,6,A,7,24.7,A,7,21.6,A,7,83,A,7,950,A,7,120,A,7,2.1,A,7,8000,A,7,3350,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,22.7,A,7,20.7,A,7,89,A,7,950,A,7,120,A,7,2.1,A,7,8000,A,7,1980,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,20.9,A,7,19.6,A,7,92,A,7,950,A,7,60,A,7,1.5,A,7,6400,A,7,2130,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,19.5,A,7,18.6,A,7,95,A,7,950,A,7,80,A,7,3.6,A,7,8000,A,7,3050,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
03/01/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,18.6,A,7,17.9,A,7,96,A,7,950,A,7,60,A,7,1.5,A,7,9700,A,7,2740,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,16.8,A,7,16.4,A,7,97,A,7,950,A,7,160,A,7,3.1,A,7,8000,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,16,A,7,15.7,A,7,98,A,7,950,A,7,50,A,7,4.1,A,7,8000,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,15,A,7,14.8,A,7,99,A,7,950,A,7,280,A,7,1.5,A,7,8000,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,14.2,A,7,14.1,A,7,99,A,7,950,A,7,230,A,7,2.6,A,7,8000,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,13.2,A,7,13.2,A,7,100,A,7,950,A,7,0,A,7,0,A,7,8000,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,06:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,12.2,A,7,12.2,A,7,100,A,7,951,A,7,110,A,7,2.6,A,7,8000,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,07:00,28,1415,19,1,0,0,1,0,19,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,A,7,8,A,7,13.4,A,7,13.4,A,7,100,A,7,951,A,7,190,A,7,2.6,A,7,24100,A,7,2290,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,08:00,288,1415,192,1,9,480,1,9,70,1,13,17,1,9,55,1,9,13,1,13,16,1,18,6,A,7,2,A,7,15.4,A,7,14.9,A,7,97,A,7,951,A,7,240,A,7,2.1,A,7,8000,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,09:00,593,1415,395,1,9,632,1,6,109,1,9,131,1,9,326,1,6,62,1,9,73,1,14,3,A,7,1,A,7,17.6,A,7,16.2,A,7,92,A,7,951,A,7,340,A,7,3.1,A,7,4000,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
04/01/2001,10:00,890,1415,593,1,9,712,1,6,142,1,9,293,1,9,557,1,6,99,1,9,136,1,14,3,A,7,1,A,7,20.7,A,7,18.3,A,7,86,A,7,951,A,7,160,A,7,1.5,A,7,4000,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
